mean,max,std,amplitude,energy,class
1.4567957497359179,7.253872427426736,0.5627342887619207,6.735210538997555,470.71228108602463,1.0
1.4409107248696618,6.505139504125987,0.5555967616009425,6.074456356010652,310.038492210963,1.0
1.3943009765898944,4.212426921155773,0.3398426112789243,3.3900515900046058,648.7639873345296,1.0
1.4364031743625858,5.787828957622691,0.7222622165495061,5.39986576031926,302.4352642865485,1.0
1.5852542726699175,13.988273817610798,1.0789760945450007,13.268217228285716,698.671899107384,1.0
1.563333275419602,10.97697110831647,1.036398834886799,10.567958691017854,450.3210847985786,1.0
1.5900467340632904,12.882312371180397,1.0982243575881154,12.352687528101706,1075.4914625582878,1.0
1.3643918190069413,6.098294140210356,0.533644622160592,5.699972197448606,246.82928613140894,1.0
1.4771870790917843,4.084995100261477,0.4952218060936191,4.002486381855452,281.56985124849575,1.0
1.4900115408198915,7.309376995303803,0.5652149465458627,6.848727929634055,401.2571677568989,1.0
1.4421862183458287,9.288010019161552,0.7424177304684788,8.47784908888009,363.08975413628406,1.0
1.5178976620062803,9.31296277183268,1.1049358448010307,8.903759490523665,493.48551468304186,1.0
1.6935644231136397,11.40885027609324,1.1756079182571675,10.904056608607267,867.043744271858,1.0
1.4499535375970367,10.599244971931748,0.988781352890915,10.455730423003777,480.4883967023321,1.0
1.5802542946490756,11.135657162524522,0.9213416781747809,10.974507203485969,485.18074793632144,1.0
1.6141940883891683,9.511955749257696,1.0787444121557956,9.20098822485913,825.4793415227882,1.0
1.4466992049557983,8.451937896970628,0.7044743970444518,8.211830570161874,668.0194735534076,1.0
1.5314717024571651,8.711494090824699,0.9323321840015715,8.326433129023057,514.3438202803502,1.0
1.4779945650320943,8.415961637511627,0.6909176234762243,8.123889827349654,590.9273914661665,1.0
1.4546563337559792,8.358582282704164,0.6412475851638428,8.200479721709586,571.1525143481555,1.0
1.4162426962418595,10.122776349953645,0.876746201645303,9.819555429281897,543.7877462445441,1.0
1.4205988538683705,6.374645392686264,0.7283876639932916,6.171071711072152,736.5597611815526,1.0
1.55384471350803,8.81448380697215,0.8674198285419036,8.376028987883505,896.2187063983986,1.0
1.4203866866443875,6.102051444306951,0.4643031386657855,5.720032191466301,580.5996934845955,1.0
1.3716798771708225,2.0791629238196436,0.21308247277853656,1.1741001112088743,479.8005465845538,0.0
1.3968498718098419,2.0720998767349474,0.2017586808269872,1.220849497328095,631.4310731035571,0.0
1.4135047236591805,2.4986555423764263,0.22890361099530818,1.7308440867513302,588.4626380099164,0.0
1.3726844411666936,2.1567036586291173,0.20939853233591849,1.2853681895199733,466.6026975284643,0.0
1.3854189884108188,2.1781569649352273,0.20485192410419217,1.2365887345815685,609.9798762043768,0.0
1.3756561653839185,2.177141686455908,0.19848180889187741,1.4484983466620092,734.0934672515159,0.0
1.383402727287151,1.8959855190399861,0.1853979280565236,0.9937407206219812,555.230016814056,0.0
1.3549546108962593,2.0096717014399523,0.16727588759470732,1.095110604056877,484.60963724150406,0.0
1.3100863724311975,2.218759958118578,0.23248858764350483,1.365648553517733,833.8476831553851,0.0
1.3848877035356273,2.2274250074124833,0.19343068316223996,1.514065998803291,917.0494794980204,0.0
1.443049505499762,1.874625721960248,0.15917703193644755,1.0819088962632464,647.0728652654959,0.0
1.4209443367066243,2.533269686056494,0.23962486387972004,2.4285080254824325,627.1038707892169,0.0
1.4395404511906047,2.1940061124988492,0.1703806092374974,1.2585871496525687,731.2545793911305,0.0
1.4036360690771417,1.9934044633722947,0.1774174183050145,1.2042527084746253,570.4762790987187,0.0
1.4303784614136277,2.056476750469227,0.2110881420567522,1.2943750067341782,556.0838385937351,0.0
1.413854200267904,2.1437889172062525,0.16584523939522972,1.1785756509493233,776.1450353863327,0.0
1.4117145020158013,1.9292567616933298,0.13113526147942015,0.9710534732332058,783.9523738819489,0.0
1.4115140376209732,2.30643639116162,0.22848960769339302,1.811570052472701,727.8702590040797,0.0
1.4011913781167178,2.0275690652123637,0.1613137636286827,1.00276258126497,652.5098859698543,0.0
1.4668715141797244,2.821561707424865,0.24184587421435716,2.1065113341140425,618.8564104761986,0.0
1.454937112482543,2.636345560896906,0.24536036301689162,2.079508592711912,596.509976271157,0.0
1.3544678082456079,3.4274017344863497,0.3155077530433538,2.551293749239247,206.95171588104162,0.0
1.5523630282144172,3.966779011533172,0.33848302025322735,3.5037090806710696,724.5032954672666,0.0
1.465352355394592,3.6279558262826574,0.23895072141846915,2.5786359367209184,773.728595427137,0.0
1.5102613056654395,2.1914267845369744,0.1789768535795226,1.2618150222284283,256.7343337313329,0.0
1.5010464329393307,2.8153327276184283,0.17863247236718507,1.625844710639562,843.1834330348198,0.0
1.3757452325354387,3.8894366800236018,0.25935311893830393,3.2461801964129955,964.2899806923311,0.0
1.3642885697495781,4.24167613219151,0.3951545852514517,3.698024092033179,855.3905098649086,0.0
1.3969293739470465,3.6021853987435293,0.3638771158127847,3.361246038478654,714.749653304453,0.0
1.2847630674103478,4.703038832589596,0.3031559635812535,4.240505885986311,601.1692887846009,0.0
1.2925008104049656,3.6643730121212252,0.28819752459830533,3.2913326094815454,885.5761598314523,0.0
1.4051188581268121,2.7637262140496213,0.178955710725623,1.8351092671780447,3097.8571304794186,0.0
1.3984522045689438,2.6028847624244897,0.16377047711760506,1.6901685567812255,3055.016069301802,0.0
1.4378031658746278,2.7847487072301034,0.20157494700304573,2.088792322435592,663.9917769633907,0.0
